building_id,meter,timestamp,meter_reading,is_zero_reading,site_id,primary_use,square_feet,year_built,air_temperature,dew_temperature,sea_level_pressure,wind_direction,wind_speed,hour,dayofweek,month,is_weekend
1283,2,2016-07-12 06:00:00,262.362,False,14,Public services,76537,1968,19.4,17.2,1018.2,0.0,0.0,6,1,7,False
66,0,2016-01-05 15:00:00,0.0,True,0,Lodging/residential,37241,1981,15.6,8.9,1024.7,30.0,5.7,15,1,1,False
1355,0,2016-05-18 04:00:00,42.25,False,15,Education,50567,1966,2.2,1.7,1022.4,60.0,2.1,4,2,5,False
754,2,2016-12-22 15:00:00,527.734,False,6,Office,41337,1976,10.0,-4.4,1016.6,180.0,2.6,15,3,12,False
1324,1,2016-03-01 20:00:00,0.0,True,14,Entertainment/public assembly,84688,1976,13.3,1.7,1015.1,130.0,7.7,20,1,3,False
309,0,2016-11-24 20:00:00,2.08,False,3,Entertainment/public assembly,2067,1976,13.3,2.2,1021.0,30.0,1.5,20,3,11,False
872,0,2016-05-26 00:00:00,5.9583,False,8,Public services,3627,1968,26.1,13.3,1021.7,80.0,4.1,0,3,5,False
345,0,2016-01-23 07:00:00,2.64,False,3,Lodging/residential,7250,1975,-4.4,-6.1,1007.4,10.0,9.3,7,5,1,True
1445,0,2016-07-15 00:00:00,2.7,False,15,Education,4298,1966,29.4,17.2,1008.8,250.0,5.1,0,4,7,False
750,1,2016-11-03 00:00:00,260.865,False,6,Education,35990,1966,23.9,12.8,1021.9,200.0,1.5,0,3,11,False
1233,3,2016-12-06 05:00:00,0.0,True,14,Education,43143,1966,2.8,-1.7,1019.2,320.0,1.5,5,1,12,False
1240,0,2016-03-13 03:00:00,192.0,False,14,Public services,73277,1968,11.1,3.3,1017.0,240.0,1.5,3,6,3,True
525,0,2016-06-24 09:00:00,14.79,False,3,Public services,9062,1968,22.2,20.0,1012.8,320.0,2.6,9,4,6,False
123,0,2016-12-24 04:00:00,113.4,False,1,Education,61204,1989,5.8,3.6,1026.2,230.0,4.6,4,5,12,True
707,0,2016-04-01 11:00:00,6.8,False,5,Education,11270,1976,9.0,5.0,1016.0,190.0,4.6,11,4,4,False
207,1,2016-06-27 15:00:00,434.718,False,2,Public services,99700,1968,33.3,15.6,1011.7,100.0,3.1,15,0,6,False
1292,0,2016-09-13 16:00:00,135.019,False,14,Office,58196,1976,25.6,15.6,1022.4,200.0,3.1,16,1,9,False
573,0,2016-03-11 19:00:00,20.0558,False,4,Education,23815,1914,13.3,9.4,1006.5,150.0,5.7,19,4,3,False
1383,2,2016-03-30 15:00:00,1365.54,False,15,Education,105612,1967,7.8,-9.4,1025.1,180.0,4.1,15,2,3,False
1302,1,2016-10-26 20:00:00,637.136,False,14,Office,90411,1976,11.1,-4.4,1028.4,340.0,4.6,20,2,10,False
1090,2,2016-05-28 20:00:00,15.625,False,13,Office,305047,1976,18.9,15.0,1007.1,330.0,4.1,20,5,5,True
234,0,2016-01-16 09:00:00,76.76,False,2,Education,179167,1971,6.7,2.8,1018.7,0.0,0.0,9,5,1,True
1339,2,2016-08-31 02:00:00,20.3528,False,15,Education,140488,1961,17.8,15.0,1018.2,80.0,2.6,2,2,8,False
1111,2,2016-02-10 07:00:00,925.781,False,13,Office,67839,1976,-13.9,-20.0,1022.7,350.0,5.1,7,2,2,False
750,1,2016-10-28 03:00:00,33.6095,False,6,Education,35990,1966,16.7,11.1,1018.4,0.0,0.0,3,4,10,False
1411,0,2016-07-21 17:00:00,16.8,False,15,Education,9111,1958,28.3,9.4,1020.9,200.0,2.6,17,3,7,False
90,0,2016-02-22 08:00:00,0.0,True,0,Lodging/residential,59200,1999,14.4,12.8,1017.4,0.0,0.0,8,0,2,False
746,0,2016-09-09 15:00:00,67.8833,False,6,Office,17879,1976,31.7,18.9,1015.0,220.0,1.5,15,4,9,False
577,0,2016-12-29 14:00:00,54.4,False,4,Education,113589,1958,9.4,4.4,1021.7,0.0,0.0,14,3,12,False
330,0,2016-09-15 14:00:00,103.3,False,3,Education,65000,1966,22.8,13.9,1023.9,40.0,5.1,14,3,9,False
717,0,2016-05-15 01:00:00,3.9,False,5,Education,28826,1976,8.0,6.0,1016.0,280.0,2.1,1,6,5,True
1018,0,2016-03-23 19:00:00,164.0,False,10,Education,186840,1966,6.7,-3.3,1022.8,300.0,2.6,19,2,3,False
678,0,2016-09-20 07:00:00,80.1,False,5,Public services,60977,1976,12.0,10.0,1016.0,20.0,2.1,7,1,9,False
236,1,2016-10-05 00:00:00,59.2589,False,2,Entertainment/public assembly,144086,1989,28.3,0.0,1006.5,150.0,1.5,0,2,10,False
1239,1,2016-07-02 07:00:00,0.0,True,14,Office,31300,1976,21.7,16.7,1011.2,320.0,3.6,7,5,7,True
658,0,2016-09-13 04:00:00,3.3,False,5,Entertainment/public assembly,31075,1976,16.0,15.0,1016.0,90.0,3.6,4,1,9,False
752,1,2016-07-24 13:00:00,507.348,False,6,Public services,38671,1968,30.0,21.7,1015.8,0.0,0.0,13,6,7,True
192,3,2016-04-19 17:00:00,35.1685,False,2,Education,151637,1983,25.6,-3.9,1014.4,140.0,4.6,17,1,4,False
1193,1,2016-07-15 03:00:00,7.9968,False,13,Office,106511,1976,17.2,15.6,1014.5,300.0,4.1,3,4,7,False
960,0,2016-09-17 19:00:00,35.0,False,9,Education,56137,1966,32.8,22.2,1014.6,150.0,1.5,19,5,9,True
879,0,2016-03-27 15:00:00,258.0,False,9,Education,110235,1966,21.1,17.2,1017.4,0.0,0.0,15,6,3,True
1228,3,2016-03-08 18:00:00,97.6374,False,14,Office,162549,1976,21.7,3.9,1019.1,210.0,3.6,18,1,3,False
981,1,2016-01-18 17:00:00,292.356,False,9,Education,167055,1966,8.9,2.2,1030.0,10.0,2.6,17,0,1,False
1029,3,2016-12-28 06:00:00,166.006,False,11,Education,152559,1966,-0.8,-4.4,1011.7,320.0,3.6,6,2,12,False
1079,0,2016-06-14 09:00:00,21.943,False,13,Education,14185,1966,18.9,16.7,1011.4,60.0,3.1,9,1,6,False
1011,0,2016-01-27 16:00:00,74.68,False,10,Education,65144,1966,-7.8,-11.7,1038.0,180.0,3.1,16,2,1,False
206,0,2016-07-14 21:00:00,178.7,False,2,Public services,345837,1966,41.7,8.9,1009.5,210.0,3.6,21,3,7,False
1253,3,2016-05-18 11:00:00,1960.96,False,14,Education,134748,1966,11.1,6.7,1020.2,360.0,3.1,11,2,5,False
231,0,2016-04-29 12:00:00,87.6,False,2,Education,33739,1939,18.3,3.3,1008.4,270.0,4.1,12,4,4,False
520,0,2016-09-07 22:00:00,31.53,False,3,Office,27600,1976,26.7,20.0,1014.3,20.0,1.5,22,2,9,False
100,0,2016-10-06 21:00:00,147.979,False,0,Lodging/residential,24456,1968,22.8,21.7,1007.9,80.0,8.2,21,3,10,False
789,2,2016-07-12 04:00:00,0.0,True,7,Education,64583,1923,19.5,13.9,1016.5,260.0,1.0,4,1,7,False
1264,0,2016-01-12 23:00:00,93.125,False,14,Education,33012,1966,1.1,-2.8,1003.8,0.0,0.0,23,1,1,False
162,1,2016-08-28 05:00:00,0.0,True,2,Education,98829,1968,33.3,7.8,1009.6,10.0,1.5,5,6,8,True
1087,0,2016-02-24 23:00:00,17.923,False,13,Office,56569,1976,2.2,-4.4,1015.1,360.0,4.1,23,2,2,False
159,0,2016-07-04 23:00:00,19.59,False,2,Education,9788,1966,42.2,9.4,1007.4,270.0,4.6,23,0,7,False
1361,2,2016-09-24 16:00:00,592.154,False,15,Education,233863,1921,15.6,6.1,1023.6,330.0,4.6,16,5,9,True
952,2,2016-04-06 08:00:00,396.5,False,9,Education,218024,1966,16.1,13.3,1015.1,160.0,3.1,8,2,4,False
1294,1,2016-09-29 07:00:00,0.0,True,14,Office,15649,1976,14.4,13.3,1022.9,60.0,3.6,7,3,9,False
677,0,2016-10-31 16:00:00,11.5,False,5,Public services,7072,1919,14.0,12.0,1016.0,70.0,3.6,16,0,10,False
330,0,2016-09-11 22:00:00,57.39,False,3,Education,65000,1966,28.9,12.2,1018.4,320.0,5.1,22,6,9,True
458,0,2016-08-05 16:00:00,29.72,False,3,Entertainment/public assembly,4589,1976,27.2,18.9,1017.0,170.0,3.6,16,4,8,False
981,1,2016-12-25 13:00:00,234.609,False,9,Education,167055,1966,20.6,18.3,1014.2,170.0,3.6,13,6,12,True
578,0,2016-08-22 09:00:00,39.5315,False,4,Lodging/residential,71994,2004,16.1,13.3,1013.6,270.0,4.1,9,0,8,False
1102,0,2016-04-11 09:00:00,65.486,False,13,Office,87187,1976,0.6,-7.8,1012.6,270.0,4.6,9,0,4,False
1288,0,2016-08-02 22:00:00,673.85,False,14,Education,164206,1966,23.9,16.1,1018.4,100.0,3.6,22,1,8,False
698,0,2016-06-06 06:00:00,3.7,False,5,Education,13939,1976,16.0,14.0,1016.0,80.0,4.6,6,0,6,False
968,0,2016-08-18 18:00:00,178.0,False,9,Education,153999,1966,28.3,23.9,1017.0,0.0,1.5,18,3,8,False
1109,1,2016-06-02 01:00:00,26.4894,False,13,Office,102191,1976,17.2,8.3,1013.2,280.0,6.7,1,3,6,False
1075,2,2016-04-03 02:00:00,738.281,False,13,Office,72709,1976,0.6,-13.9,1016.1,300.0,5.7,2,6,4,True
108,0,2016-12-02 20:00:00,239.0,False,1,Education,81580,1913,6.4,4.7,1026.4,40.0,1.5,20,4,12,False
204,1,2016-06-13 15:00:00,204.153,False,2,Lodging/residential,30949,1951,29.4,-2.2,1012.9,50.0,2.1,15,0,6,False
913,0,2016-05-04 18:00:00,500.0,False,9,Entertainment/public assembly,503634,1976,27.2,12.2,1018.1,320.0,3.6,18,2,5,False
1350,1,2016-12-27 20:00:00,0.4164,False,15,Education,149762,2004,1.7,-2.2,1013.3,280.0,4.6,20,1,12,False
956,0,2016-05-29 05:00:00,31.0,False,9,Office,86167,1976,24.4,23.3,1016.8,160.0,3.1,5,6,5,True
1140,2,2016-08-16 21:00:00,1437.5,False,13,Education,156483,1966,29.4,18.9,1013.8,270.0,3.1,21,1,8,False
1031,3,2016-04-21 17:00:00,0.9699,False,11,Education,93206,1966,18.6,-4.1,1013.6,150.0,2.1,17,3,4,False
946,2,2016-05-20 00:00:00,277.55,False,9,Education,177216,1966,22.2,17.2,1012.0,0.0,2.6,0,4,5,False
253,3,2016-09-08 00:00:00,2.9307,False,2,Education,65907,1964,30.6,19.4,1010.5,260.0,6.2,0,3,9,False
369,0,2016-02-11 20:00:00,22.1,False,3,Public services,6431,1968,-1.1,-16.7,1020.4,290.0,8.2,20,3,2,False
645,0,2016-06-24 01:00:00,1459.89,False,4,Education,304333,2006,22.8,10.0,1017.5,260.0,7.7,1,4,6,False
880,1,2016-06-30 18:00:00,1050.13,False,9,Education,157723,1966,32.8,22.2,1014.7,100.0,1.5,18,3,6,False
443,0,2016-12-19 00:00:00,62.08,False,3,Education,109000,1940,4.4,-2.8,1027.9,340.0,9.8,0,0,12,False
926,2,2016-10-10 00:00:00,0.0,True,9,Education,26033,1966,25.0,5.0,1021.4,70.0,2.1,0,0,10,False
1172,0,2016-04-12 10:00:00,268.851,False,13,Manufacturing/industrial,63847,1969,-2.2,-9.4,1026.9,0.0,0.0,10,1,4,False
1233,0,2016-09-28 01:00:00,33.5981,False,14,Education,43143,1966,17.8,10.6,1013.3,0.0,0.0,1,2,9,False
1235,0,2016-11-15 07:00:00,239.0,False,14,Public services,278369,1968,9.4,0.0,1013.3,350.0,1.5,7,1,11,False
465,0,2016-08-14 09:00:00,64.37,False,3,Office,6400,1976,28.3,23.9,1014.5,210.0,3.1,9,6,8,True
744,0,2016-04-27 11:00:00,41.6,False,5,Entertainment/public assembly,48642,1919,6.0,2.0,1016.0,310.0,2.1,11,2,4,False
910,2,2016-12-05 01:00:00,57.95,False,9,Office,60096,1976,10.6,7.8,1017.4,10.0,3.1,1,0,12,False
226,3,2016-11-24 00:00:00,8.7921,False,2,Office,74180,1930,22.2,1.7,1015.5,300.0,3.6,0,3,11,False
429,0,2016-11-09 08:00:00,8.41,False,3,Public services,11934,1930,12.8,8.9,1013.3,190.0,2.1,8,2,11,False
956,1,2016-10-02 21:00:00,52.8231,False,9,Office,86167,1976,29.4,13.3,1014.7,0.0,1.5,21,6,10,True
166,0,2016-01-20 20:00:00,533.43,False,2,Lodging/residential,553210,2009,18.3,2.8,1019.0,0.0,0.0,20,2,1,False
152,0,2016-03-01 13:00:00,30.812,False,1,Office,10301,1970,11.5,10.5,1007.6,230.0,8.2,13,1,3,False
921,2,2016-09-28 09:00:00,430.05,False,9,Entertainment/public assembly,262162,1976,19.4,17.8,1016.3,0.0,0.0,9,2,9,False
817,0,2016-07-13 11:00:00,0.0,True,8,Entertainment/public assembly,984,1976,25.6,22.8,1019.8,0.0,0.0,11,2,7,False
26,0,2016-05-12 12:00:00,0.0,True,0,Office,26953,2005,22.2,20.0,1020.4,0.0,0.0,12,3,5,False
209,1,2016-09-25 18:00:00,2504.67,False,2,Education,193294,2006,31.1,1.7,1013.8,50.0,5.1,18,6,9,True
1255,3,2016-12-05 08:00:00,2428.84,False,14,Office,23702,1976,3.3,1.1,1017.2,170.0,3.6,8,0,12,False
237,1,2016-08-18 04:00:00,11.4298,False,2,Public services,101262,1982,37.8,8.9,1006.1,20.0,6.7,4,3,8,False
1360,0,2016-10-08 03:00:00,185.9,False,15,Entertainment/public assembly,111530,1988,17.8,11.1,1020.0,170.0,4.1,3,5,10,True
351,0,2016-08-21 05:00:00,76.58,False,3,Education,58908,1910,25.6,20.6,1011.1,170.0,3.6,5,6,8,True
1430,0,2016-05-13 00:00:00,401.3,False,15,Office,53303,1981,23.9,12.2,1012.5,180.0,6.2,0,4,5,False
976,1,2016-03-22 11:00:00,116.408,False,9,Education,59498,1966,7.8,5.0,1020.2,190.0,1.5,11,1,3,False
381,0,2016-07-31 12:00:00,14.26,False,3,Entertainment/public assembly,1858,1976,25.0,22.2,1016.2,10.0,1.5,12,6,7,True
964,1,2016-06-09 04:00:00,1010.6,False,9,Education,130577,1966,25.0,19.4,1012.6,0.0,0.0,4,3,6,False
1345,1,2016-07-05 13:00:00,277.342,False,15,Education,20889,1976,21.1,17.8,1009.8,210.0,1.5,13,1,7,False
168,3,2016-09-27 14:00:00,61.5449,False,2,Education,183460,2005,22.8,9.4,1014.8,130.0,5.7,14,1,9,False
189,1,2016-12-11 21:00:00,0.0,True,2,Education,7481,1969,21.7,2.8,1015.0,0.0,0.0,21,6,12,True
205,0,2016-10-01 11:00:00,90.45,False,2,Lodging/residential,60086,2001,25.0,13.9,1012.2,100.0,4.1,11,5,10,True
1312,1,2016-04-18 02:00:00,320.838,False,14,Lodging/residential,75000,1975,13.3,0.0,1024.7,190.0,2.6,2,0,4,False
32,0,2016-10-09 14:00:00,189.752,False,0,Office,48392,2005,26.1,20.0,1016.3,40.0,5.7,14,6,10,True
406,0,2016-02-22 20:00:00,32.15,False,3,Entertainment/public assembly,2347,1976,11.1,0.6,1020.6,0.0,0.0,20,0,2,False
914,1,2016-02-03 11:00:00,71.0404,False,9,Education,229973,1966,6.7,-3.3,1018.5,350.0,2.6,11,2,2,False
78,1,2016-12-03 02:00:00,0.0,True,0,Education,76257,2007,14.4,8.9,1022.0,10.0,3.1,2,5,12,True
877,0,2016-02-22 17:00:00,8.0,False,9,Office,8004,1976,14.4,11.1,1015.6,360.0,2.1,17,0,2,False
0,0,2016-06-05 12:00:00,239.579,False,0,Education,7432,2008,25.6,22.8,1013.6,120.0,2.6,12,6,6,True
113,0,2016-08-04 05:00:00,374.261,False,1,Education,100481,1958,15.4,12.0,1008.0,230.0,6.7,5,3,8,False
1243,1,2016-05-28 02:00:00,1498.59,False,14,Healthcare,237704,2000,25.6,18.9,1017.1,190.0,3.6,2,5,5,True
1262,0,2016-06-23 07:00:00,74.48,False,14,Office,65000,1976,22.8,13.3,1012.0,250.0,2.1,7,3,6,False
868,0,2016-09-20 01:00:00,120.833,False,8,Public services,60000,1968,23.9,22.2,1016.0,230.0,4.1,1,1,9,False
405,0,2016-05-01 09:00:00,32.36,False,3,Education,82200,1916,11.1,10.0,1020.3,160.0,3.6,9,6,5,True
914,0,2016-12-11 09:00:00,354.0,False,9,Education,229973,1966,10.0,10.0,1019.2,0.0,1.5,9,6,12,True
1152,0,2016-09-03 02:00:00,539.852,False,13,Office,118858,1976,19.4,12.2,1020.7,150.0,4.1,2,5,9,True
384,0,2016-08-18 13:00:00,29.69,False,3,Office,13728,1976,25.6,22.2,1017.6,340.0,4.1,13,3,8,False
684,0,2016-08-11 20:00:00,85.5,False,5,Office,152471,1919,16.0,13.0,1016.0,280.0,6.7,20,3,8,False
1229,1,2016-04-08 05:00:00,100.914,False,14,Office,27646,1976,8.9,2.2,999.1,250.0,2.6,5,4,4,False
58,0,2016-04-21 01:00:00,0.0,True,0,Lodging/residential,83379,2013,22.0,12.0,1020.6,100.0,5.7,1,3,4,False
1256,2,2016-01-12 19:00:00,0.0,True,14,Office,37917,1976,5.6,-6.1,1004.7,200.0,5.1,19,1,1,False
713,0,2016-10-10 09:00:00,23.325,False,5,Education,14973,1976,10.0,8.0,1016.0,70.0,4.1,9,0,10,False
592,0,2016-01-21 22:00:00,385.92,False,4,Education,120694,2012,15.6,10.6,1018.3,300.0,2.1,22,3,1,False
1348,1,2016-10-23 16:00:00,16.1225,False,15,Education,131271,2010,9.0,4.0,1011.9,320.0,6.7,16,6,10,True
13,1,2016-06-26 14:00:00,3587.88,False,0,Education,99380,2000,30.6,23.3,1019.9,0.0,0.0,14,6,6,True
1293,1,2016-02-25 00:00:00,423.002,False,14,Office,51471,1976,17.8,16.1,997.0,170.0,8.2,0,3,2,False
1003,0,2016-11-05 00:00:00,47.5,False,10,Education,94751,1966,11.7,3.3,1024.0,310.0,3.1,0,5,11,True
1378,2,2016-12-11 09:00:00,2341.62,False,15,Education,214505,1990,-6.1,-8.9,1030.8,200.0,4.1,9,6,12,True
1377,0,2016-07-01 11:00:00,148.65,False,15,Education,74599,1984,14.4,11.7,1014.7,90.0,3.1,11,4,7,False
1225,2,2016-05-26 23:00:00,577.9,False,14,Office,122746,1976,29.4,12.8,1015.7,200.0,3.6,23,3,5,False
791,1,2016-06-04 17:00:00,1024.31,False,7,Education,150695,1966,24.0,9.8,1015.5,200.0,1.5,17,5,6,True
641,0,2016-06-28 06:00:00,398.424,False,4,Education,109588,1994,17.2,11.1,1014.8,260.0,3.1,6,1,6,False
415,0,2016-07-17 01:00:00,28.5,False,3,Education,41329,1966,23.9,20.6,1018.5,140.0,2.1,1,6,7,True
601,0,2016-05-29 03:00:00,12.0,False,4,Entertainment/public assembly,11910,1903,18.3,9.4,1010.6,300.0,6.2,3,6,5,True
780,1,2016-12-30 01:00:00,0.0,True,6,Education,120836,1966,4.4,-3.3,1009.2,220.0,1.5,1,4,12,False
69,0,2016-04-26 19:00:00,0.0,True,0,Parking,387638,2000,30.0,11.7,1014.1,0.0,0.0,19,1,4,False
335,0,2016-03-25 08:00:00,672.64,False,3,Office,229000,2010,19.4,13.3,1005.5,190.0,8.8,8,4,3,False
392,0,2016-04-11 15:00:00,98.19,False,3,Education,53000,1912,12.2,2.8,1021.9,190.0,7.2,15,0,4,False
5,0,2016-01-27 22:00:00,0.0,True,0,Education,8000,2000,18.9,17.8,1013.3,50.0,3.1,22,2,1,False
1319,0,2016-09-11 23:00:00,174.496,False,14,Entertainment/public assembly,287419,1976,25.6,10.0,1017.1,350.0,3.1,23,6,9,True
1285,2,2016-06-11 11:00:00,983.558,False,14,Healthcare,130067,2000,13.3,10.0,1015.5,0.0,0.0,11,5,6,True
665,0,2016-06-30 23:00:00,2.9,False,5,Entertainment/public assembly,8773,1966,15.0,14.0,1016.0,260.0,7.2,23,3,6,False
106,3,2016-04-09 21:00:00,0.9656,False,1,Education,5374,1966,5.5,2.7,1005.4,240.0,2.6,21,5,4,True
1112,2,2016-08-30 03:00:00,0.0,True,13,Office,190471,1976,26.1,20.0,1019.6,220.0,4.6,3,1,8,False
906,1,2016-10-10 14:00:00,120.522,False,9,Lodging/residential,39649,1975,15.0,11.1,1022.9,0.0,0.0,14,0,10,False
345,0,2016-10-26 08:00:00,0.12,False,3,Lodging/residential,7250,1975,7.8,1.7,1029.9,350.0,1.5,8,2,10,False
974,1,2016-04-03 01:00:00,77.3355,False,9,Education,186572,1966,18.3,2.2,1022.4,0.0,0.0,1,6,4,True
1037,0,2016-06-08 05:00:00,0.8025,False,12,Education,8805,1966,13.9,13.4,1025.2,20.0,2.0,5,2,6,False
1249,3,2016-02-14 23:00:00,1466.34,False,14,Office,159384,1976,-10.0,-23.3,1033.4,300.0,1.5,23,6,2,True
1300,0,2016-01-24 11:00:00,49.2902,False,14,Healthcare,25609,2000,-5.6,-14.4,1010.9,340.0,6.2,11,6,1,True
1135,0,2016-10-09 09:00:00,246.729,False,13,Education,150393,1966,2.8,1.1,1029.0,0.0,0.0,9,6,10,True
765,1,2016-12-28 15:00:00,0.0,True,6,Entertainment/public assembly,58562,1976,6.1,-2.2,1021.9,100.0,1.5,15,2,12,False
1285,1,2016-09-02 00:00:00,2654.68,False,14,Healthcare,130067,2000,21.1,19.4,1011.9,330.0,1.5,0,4,9,False
168,3,2016-05-27 08:00:00,67.4063,False,2,Education,183460,2005,22.2,0.6,1008.7,90.0,2.6,8,4,5,False
1273,3,2016-07-28 18:00:00,656.277,False,14,Office,104089,1976,31.1,18.3,1010.2,170.0,2.1,18,3,7,False
671,0,2016-10-23 13:00:00,2.1,False,5,Lodging/residential,7589,1976,11.0,7.0,1016.0,70.0,10.3,13,6,10,True
1257,0,2016-08-23 06:00:00,184.313,False,14,Office,61274,1976,15.0,11.7,1023.3,330.0,1.5,6,1,8,False
202,3,2016-08-14 20:00:00,11.7228,False,2,Lodging/residential,74682,2006,38.3,12.8,1009.0,110.0,4.1,20,6,8,True
1386,2,2016-09-26 04:00:00,1481.48,False,15,Entertainment/public assembly,82035,1975,6.1,3.9,1023.1,70.0,2.1,4,0,9,False
1079,0,2016-09-05 06:00:00,8.18,False,13,Education,14185,1966,21.1,15.6,1011.6,170.0,5.1,6,0,9,False
1328,0,2016-07-02 03:00:00,525.95,False,15,Education,279840,2008,16.1,12.8,1013.5,310.0,2.6,3,5,7,True
1097,2,2016-03-12 17:00:00,23.4375,False,13,Office,157545,1976,16.1,3.3,1017.5,210.0,5.1,17,5,3,True
222,0,2016-04-24 11:00:00,11.78,False,2,Entertainment/public assembly,11935,1939,18.9,-5.0,1008.3,250.0,3.6,11,6,4,True
1379,0,2016-03-30 01:00:00,88.45,False,15,Office,49553,1963,-0.6,-10.6,1025.3,300.0,2.1,1,2,3,False
1393,0,2016-08-24 12:00:00,192.825,False,15,Entertainment/public assembly,151900,1990,15.6,13.3,1025.8,80.0,2.6,12,2,8,False
1406,0,2016-08-20 18:00:00,129.8,False,15,Lodging/residential,136522,2005,30.0,20.6,1011.0,160.0,6.2,18,5,8,True
1198,0,2016-02-01 09:00:00,77.99,False,13,Education,85164,1966,-3.9,-5.0,1012.8,0.0,0.0,9,0,2,False
1417,0,2016-11-15 07:00:00,92.775,False,15,Lodging/residential,40451,1975,1.1,-3.3,1015.1,90.0,1.5,7,1,11,False
1294,0,2016-07-19 16:00:00,44.0071,False,14,Office,15649,1976,27.8,16.1,1019.4,290.0,3.1,16,1,7,False
1154,2,2016-06-08 05:00:00,1375.0,False,13,Lodging/residential,262156,1975,15.0,8.9,1013.7,0.0,0.0,5,2,6,False
1207,2,2016-04-15 03:00:00,0.0,True,13,Healthcare,74443,2000,17.8,-0.6,1015.9,150.0,5.7,3,4,4,False
939,0,2016-12-05 15:00:00,1.92,False,9,Lodging/residential,8051,1975,8.9,8.3,1012.8,340.0,1.5,15,0,12,False
1234,3,2016-06-29 03:00:00,29.0935,False,14,Education,46037,1966,20.6,18.9,1011.5,130.0,3.6,3,2,6,False
189,0,2016-12-03 04:00:00,19.2,False,2,Education,7481,1969,12.8,-3.3,1012.1,270.0,3.1,4,5,12,True
1246,1,2016-08-04 19:00:00,410.769,False,14,Office,50327,1976,27.2,14.4,1019.4,130.0,2.6,19,3,8,False
1264,0,2016-05-01 06:00:00,75.625,False,14,Education,33012,1966,8.9,2.8,1021.9,160.0,3.6,6,6,5,True
1162,2,2016-02-06 19:00:00,500.0,False,13,Office,72958,1976,1.7,-3.9,1017.2,190.0,6.7,19,5,2,True
252,0,2016-02-12 14:00:00,4.85,False,2,Education,4314,1907,13.9,1.1,1019.5,80.0,3.1,14,4,2,False
966,0,2016-10-23 13:00:00,531.0,False,9,Education,393530,1966,12.8,11.1,1021.8,0.0,0.0,13,6,10,True
1246,1,2016-12-06 07:00:00,27.6156,False,14,Office,50327,1976,1.1,-1.7,1019.2,350.0,2.6,7,1,12,False
244,0,2016-11-28 02:00:00,45.63,False,2,Education,95717,1966,11.1,7.2,1009.0,320.0,14.4,2,0,11,False
635,0,2016-02-28 05:00:00,3.66,False,4,Education,7122,1909,13.9,8.3,1021.3,320.0,2.6,5,6,2,True
353,0,2016-03-19 02:00:00,78.27,False,3,Education,99700,1955,15.0,-5.6,1014.1,250.0,2.1,2,5,3,True
990,1,2016-06-24 17:00:00,416.887,False,9,Office,82939,1976,31.1,22.8,1017.5,160.0,3.1,17,4,6,False
703,0,2016-02-17 15:00:00,11.3,False,5,Education,34563,1966,6.0,5.0,1016.0,290.0,5.1,15,2,2,False
606,0,2016-11-05 12:00:00,51.3925,False,4,Utility,23432,1999,11.7,10.0,1019.5,60.0,1.5,12,5,11,True
795,1,2016-08-16 13:00:00,1850.19,False,7,Education,387500,1960,19.5,17.2,1020.1,80.0,1.0,13,1,8,False
224,0,2016-07-29 12:00:00,482.49,False,2,Education,272278,1955,35.0,17.2,1006.0,250.0,3.1,12,4,7,False
